0.9947	1
0.9842	1
0.0994	1
0.1124	1
0.0964	0
0.1142	0
0.0905	0
0.0619	0
0.076	0
0.1143	0
0.1031	0
0.0931	0
0.0919	0
0.1066	1
0.167	1
0.8386	1
0.0776	0
0.8619	1
0.937	1
0.8214	0
0.0827	1
0.3321	1
0.6156	1
0.6646	1
0.3521	1
0.4563	1
0.4542	1
0.4194	1
0.3827	1
0.1396	1
0.1076	0
